更新日期,更新時間,國家/地區,累計確診個案數目,過去14天新增報告確診個案數目,當中累計死亡個案數目,備註
28/03/2020,10:00,葡萄牙,3544,3432,60,
28/03/2020,10:00,波多黎各,64,64,2,
28/03/2020,10:00,卡塔爾,549,229,0,
28/03/2020,10:00,摩爾多瓦共和國,177,169,2,
28/03/2020,10:00,留尼旺島,135,132,0,
28/03/2020,10:00,羅馬尼亞,1029,965,17,
28/03/2020,10:00,俄羅斯,1036,1002,3,
28/03/2020,10:00,盧旺達,50,50,0,
28/03/2020,10:00,聖巴泰勒米,3,2,0,
28/03/2020,10:00,聖基茨和尼維斯,2,2,0,
28/03/2020,10:00,聖盧西亞,3,3,0,
28/03/2020,10:00,聖馬丁,11,9,0,
28/03/2020,10:00,聖文森特和格林納丁斯,1,0,0,
28/03/2020,10:00,聖馬力諾,218,141,21,
28/03/2020,10:00,沙特阿拉伯,1012,991,3,
28/03/2020,10:00,塞內加爾,105,95,0,
28/03/2020,10:00,塞爾維亞,457,438,7,
28/03/2020,10:00,塞舌爾,7,7,0,
28/03/2020,10:00,新加坡,732,532,2,
28/03/2020,10:00,聖馬丁(荷蘭加勒比地區),2,2,0,
28/03/2020,10:00,斯洛伐克,226,194,0,
28/03/2020,10:00,斯洛文尼亞,577,520,5,
28/03/2020,10:00,索馬里,3,3,0,
28/03/2020,10:00,南非,927,910,0,
28/03/2020,10:00,西班牙,64059,59828,4858,
28/03/2020,10:00,斯里蘭卡,106,103,0,
28/03/2020,10:00,蘇丹,3,3,1,
28/03/2020,10:00,蘇里南,7,7,0,
28/03/2020,10:00,瑞典,2806,2031,66,
28/03/2020,10:00,瑞士,10714,9705,161,
28/03/2020,10:00,敘利亞,5,5,0,
28/03/2020,10:00,台灣,267,217,2,
28/03/2020,10:00,泰國,1136,1061,5,
28/03/2020,10:00,東帝汶,1,1,0,
28/03/2020,10:00,多哥,24,23,0,
28/03/2020,10:00,千里達及多巴哥,61,61,1,
28/03/2020,10:00,突尼斯,197,190,5,
28/03/2020,10:00,土耳其,3629,3628,75,
28/03/2020,10:00,特克斯和凱科斯群島,2,2,0,
28/03/2020,10:00,烏干達,14,14,0,
28/03/2020,10:00,烏克蘭,218,215,5,
28/03/2020,10:00,阿聯酋,333,248,2,
28/03/2020,10:00,英國,14543,13741,759,
28/03/2020,10:00,坦桑尼亞,13,13,0,
28/03/2020,10:00,美國,85656,84027,1246,
28/03/2020,10:00,美屬維爾京群島,17,17,0,
28/03/2020,10:00,烏拉圭,217,217,0,
28/03/2020,10:00,烏茲別克斯坦,83,83,0,
28/03/2020,10:00,委內瑞拉,91,91,0,
28/03/2020,10:00,越南,153,114,0,
28/03/2020,10:00,贊比亞,3,3,0,
28/03/2020,10:00,津巴布韋,3,3,1,
29/03/2020,10:00,阿富汗,106,102,2,
29/03/2020,10:00,阿爾巴尼亞,197,195,9,
29/03/2020,10:00,阿爾及利亞,367,350,25,
29/03/2020,10:00,安道爾,289,287,3,
29/03/2020,10:00,安哥拉,2,2,0,
29/03/2020,10:00,安圭拉,2,2,0,
29/03/2020,10:00,安提瓜和巴布達,7,6,0,
29/03/2020,10:00,阿根廷,589,555,12,
29/03/2020,10:00,亞美尼亞,372,364,1,
29/03/2020,10:00,阿魯巴,28,28,0,
29/03/2020,10:00,澳洲,3635,3438,14,
29/03/2020,10:00,奧地利,7697,7042,68,
29/03/2020,10:00,阿塞拜疆,147,128,3,
29/03/2020,10:00,巴哈馬,9,9,0,
29/03/2020,10:00,巴林,473,262,4,
29/03/2020,10:00,孟加拉,48,45,5,
29/03/2020,10:00,巴巴多斯,24,24,0,
29/03/2020,10:00,白俄羅斯,94,73,0,
29/03/2020,10:00,比利時,7284,6595,289,
29/03/2020,10:00,伯利茲,2,2,0,
29/03/2020,10:00,貝寧,6,6,0,
29/03/2020,10:00,百慕達,15,15,0,
29/03/2020,10:00,不丹,3,2,0,
29/03/2020,10:00,玻利維亞,61,58,0,
29/03/2020,10:00,波斯尼亞和黑塞哥維那,233,220,4,
29/03/2020,10:00,巴西,2915,2817,77,
29/03/2020,10:00,英屬維爾京群島,2,2,0,
29/03/2020,10:00,文萊,115,90,1,
29/03/2020,10:00,保加利亞,293,286,3,
29/03/2020,10:00,布基納法索,146,144,3,
29/03/2020,10:00,佛得角,5,5,1,
29/03/2020,10:00,柬埔寨,104,97,0,
29/03/2020,10:00,喀麥隆,75,73,1,
29/03/2020,10:00,加拿大,4018,3774,39,
29/03/2020,10:00,開曼群島,8,7,1,
29/03/2020,10:00,中非共和國,6,6,0,
29/03/2020,10:00,乍得,5,5,0,
29/03/2020,10:00,智利,1610,1567,5,
29/03/2020,10:00,哥倫比亞,491,475,6,
29/03/2020,10:00,剛果,19,19,0,
29/03/2020,10:00,哥斯達黎加,231,208,2,
29/03/2020,10:00,象牙海岸,92,91,0,
29/03/2020,10:00,克羅地亞,586,555,3,
29/03/2020,10:00,古巴,80,76,2,
29/03/2020,10:00,庫拉索,7,7,1,
29/03/2020,10:00,塞浦路斯,162,141,5,
29/03/2020,10:00,捷克,2279,2129,9,
29/03/2020,10:00,剛果民主共和國,58,56,4,
29/03/2020,10:00,丹麥,2046,1219,52,
29/03/2020,10:00,吉布提,13,13,0,
29/03/2020,10:00,多米尼克國,11,11,0,
29/03/2020,10:00,多米尼加共和國,581,576,20,
29/03/2020,10:00,厄瓜多爾,1595,1572,36,
29/03/2020,10:00,埃及,536,443,30,
29/03/2020,10:00,薩爾瓦多,13,13,0,
29/03/2020,10:00,赤道幾內亞,6,6,0,
29/03/2020,10:00,厄立特里亞國,6,6,0,
29/03/2020,10:00,愛沙尼亞,575,496,1,
29/03/2020,10:00,斯威士蘭,9,9,0,
29/03/2020,10:00,埃塞俄比亞,16,15,0,
29/03/2020,10:00,法羅群島,144,141,0,
29/03/2020,10:00,斐濟群島,5,5,0,
29/03/2020,10:00,芬蘭,1025,870,7,
29/03/2020,10:00,法國,37575,33075,2314,
29/03/2020,10:00,法屬圭亞那,31,25,0,
29/03/2020,10:00,法屬波利尼西亞,30,29,0,
29/03/2020,10:00,加蓬,7,6,1,
29/03/2020,10:00,岡比亞,2,2,1,
29/03/2020,10:00,格魯吉亞,85,55,0,
29/03/2020,10:00,德國,48582,44787,325,
29/03/2020,10:00,加納,137,136,4,
29/03/2020,10:00,直布羅陀,55,54,0,
29/03/2020,10:00,希臘,966,776,28,
29/03/2020,10:00,格陵蘭,9,9,0,
29/03/2020,10:00,格林納達,7,7,0,
29/03/2020,10:00,瓜地洛普,96,95,2,
29/03/2020,10:00,關島,51,51,1,
29/03/2020,10:00,危地馬拉,25,25,1,
29/03/2020,10:00,根西島,36,35,0,
29/03/2020,10:00,畿內亞,8,7,0,
29/03/2020,10:00,幾內亞比紹,2,2,0,
29/03/2020,10:00,圭亞那,5,4,1,
29/03/2020,10:00,海地,8,8,0,
29/03/2020,10:00,教廷,4,3,0,
29/03/2020,10:00,洪都拉斯,67,65,1,
29/03/2020,10:00,香港特別行政區,583,441,4,包括1宗疑似個案
29/03/2020,10:00,匈牙利,343,318,11,
29/03/2020,10:00,冰島,890,752,2,
29/03/2020,10:00,印度,724,642,17,
29/03/2020,10:00,印尼,1046,977,87,
29/03/2020,10:00,伊朗,35408,22679,2517,
29/03/2020,10:00,伊拉克,458,365,40,
29/03/2020,10:00,愛爾蘭,2121,1992,22,
29/03/2020,10:00,人島,29,29,0,
29/03/2020,10:00,以色列,3460,3360,12,
29/03/2020,10:00,意大利,92472,71315,10023,
29/03/2020,10:00,牙買加,26,19,1,
29/03/2020,10:00,日本,1693,913,52,不包括712宗確診個案為郵輪乘客/船員 (當中包括10宗死亡個案)
29/03/2020,10:00,澤西,52,50,1,
29/03/2020,10:00,約旦,235,234,1,
29/03/2020,10:00,哈薩克斯坦,204,204,1,
29/03/2020,10:00,肯雅,25,24,1,
29/03/2020,10:00,韓國,9583,1421,152,
29/03/2020,10:00,科索沃,88,88,1,
29/03/2020,10:00,科威特,235,135,0,
29/03/2020,10:00,吉爾吉斯坦,58,58,0,
29/03/2020,10:00,老撾,6,6,0,
29/03/2020,10:00,拉脫維亞,280,254,0,
29/03/2020,10:00,黎巴嫩,391,314,8,
29/03/2020,10:00,利比里亞,3,3,0,
29/03/2020,10:00,利比亞,1,1,0,
29/03/2020,10:00,列支敦士登,60,56,0,
29/03/2020,10:00,立陶宛,358,352,5,
29/03/2020,10:00,盧森堡,1605,1567,15,
29/03/2020,10:00,澳門特別行政區,37,27,0,
29/03/2020,10:00,馬達加斯加,26,26,0,
29/03/2020,10:00,中國內地,81439,595,3300,
29/03/2020,10:00,馬來西亞,2161,1923,26,
29/03/2020,10:00,馬爾代夫,13,4,0,
29/03/2020,10:00,馬里,9,9,0,
29/03/2020,10:00,馬耳他,139,127,0,
29/03/2020,10:00,馬提尼克島,93,87,1,
29/03/2020,10:00,毛里塔尼亞,3,3,0,
29/03/2020,10:00,毛里求斯,96,96,2,
29/03/2020,10:00,馬約特島,50,50,0,
29/03/2020,10:00,墨西哥,589,563,8,
29/03/2020,10:00,摩納哥,19,17,0,
29/03/2020,10:00,蒙古,12,11,0,
29/03/2020,10:00,黑山,70,70,1,
29/03/2020,10:00,蒙特塞拉特島,5,5,0,
29/03/2020,10:00,摩洛哥,358,351,23,
29/03/2020,10:00,莫桑比克,7,7,0,
29/03/2020,10:00,緬甸,5,5,0,
29/03/2020,10:00,納米比亞,8,8,0,
29/03/2020,10:00,尼泊爾,3,2,0,
29/03/2020,10:00,荷蘭,8603,7644,546,
29/03/2020,10:00,新喀里多尼亞,15,15,0,
29/03/2020,10:00,新西蘭,416,410,0,
29/03/2020,10:00,尼加拉瓜,2,2,1,
29/03/2020,10:00,尼日爾,10,10,1,
29/03/2020,10:00,尼日利亞,65,63,1,
29/03/2020,10:00,北馬其頓,219,206,3,
29/03/2020,10:00,挪威,3581,2674,16,
29/03/2020,10:00,阿曼,152,133,0,
29/03/2020,10:00,巴基斯坦,1235,1214,9,
29/03/2020,10:00,巴勒斯坦,97,66,1,
29/03/2020,10:00,巴拿馬,674,647,9,
29/03/2020,10:00,巴布亞新幾內亞,1,1,0,
29/03/2020,10:00,巴拉圭,52,46,3,
29/03/2020,10:00,秘魯,580,552,9,
29/03/2020,10:00,菲律賓,803,739,54,
29/03/2020,10:00,波蘭,1389,1325,16,
29/03/2020,10:00,葡萄牙,4268,4156,76,
29/03/2020,10:00,波多黎各,64,61,2,
29/03/2020,10:00,卡塔爾,562,225,0,
29/03/2020,10:00,摩爾多瓦共和國,199,191,2,
29/03/2020,10:00,留尼旺島,135,130,0,
29/03/2020,10:00,羅馬尼亞,1292,1179,24,
29/03/2020,10:00,俄羅斯,1264,1230,4,
29/03/2020,10:00,盧旺達,54,54,0,
29/03/2020,10:00,聖巴泰勒米,5,4,0,
29/03/2020,10:00,聖基茨和尼維斯,2,2,0,
29/03/2020,10:00,聖盧西亞,3,3,0,
29/03/2020,10:00,聖馬丁,12,10,0,
29/03/2020,10:00,聖文森特和格林納丁斯,1,0,0,
29/03/2020,10:00,聖馬力諾,228,151,21,
29/03/2020,10:00,沙特阿拉伯,1104,1042,3,
29/03/2020,10:00,塞內加爾,119,109,0,
29/03/2020,10:00,塞爾維亞,528,497,7,
29/03/2020,10:00,塞舌爾,7,7,0,
29/03/2020,10:00,新加坡,732,520,2,
29/03/2020,10:00,聖馬丁(荷蘭加勒比地區),3,3,0,
29/03/2020,10:00,斯洛伐克,295,251,0,
29/03/2020,10:00,斯洛文尼亞,632,491,9,
29/03/2020,10:00,索馬里,3,3,0,
29/03/2020,10:00,南非,1170,1153,2,
29/03/2020,10:00,西班牙,72248,66495,5690,
29/03/2020,10:00,斯里蘭卡,106,100,0,
29/03/2020,10:00,蘇丹,3,2,1,
29/03/2020,10:00,蘇里南,8,8,0,
29/03/2020,10:00,瑞典,3046,2122,92,
29/03/2020,10:00,瑞士,12104,10916,197,
29/03/2020,10:00,敘利亞,5,5,0,
29/03/2020,10:00,台灣,283,230,2,
29/03/2020,10:00,泰國,1136,1061,5,
29/03/2020,10:00,東帝汶,1,1,0,
29/03/2020,10:00,多哥,25,24,0,
29/03/2020,10:00,千里達及多巴哥,66,65,2,
29/03/2020,10:00,突尼斯,227,211,6,
29/03/2020,10:00,土耳其,5698,5693,92,
29/03/2020,10:00,特克斯和凱科斯群島,2,2,0,
29/03/2020,10:00,烏干達,14,14,0,
29/03/2020,10:00,烏克蘭,311,308,8,
29/03/2020,10:00,阿聯酋,405,320,2,
29/03/2020,10:00,英國,17089,15945,1019,
29/03/2020,10:00,坦桑尼亞,13,13,0,
29/03/2020,10:00,美國,103321,101692,1668,
29/03/2020,10:00,美屬維爾京群島,17,17,0,
29/03/2020,10:00,烏拉圭,238,238,0,
29/03/2020,10:00,烏茲別克斯坦,104,104,1,
29/03/2020,10:00,委內瑞拉,106,104,0,
29/03/2020,10:00,越南,169,121,0,
29/03/2020,10:00,贊比亞,13,13,0,
29/03/2020,10:00,津巴布韋,5,5,1,
30/03/2020,10:00,阿富汗,114,104,4,
30/03/2020,10:00,阿爾巴尼亞,212,170,10,
30/03/2020,10:00,阿爾及利亞,409,372,26,
30/03/2020,10:00,安道爾,321,319,4,
30/03/2020,10:00,安哥拉,2,2,0,
30/03/2020,10:00,安圭拉,2,2,0,
30/03/2020,10:00,安提瓜和巴布達,7,6,0,
30/03/2020,10:00,阿根廷,690,645,17,
30/03/2020,10:00,亞美尼亞,424,398,3,
30/03/2020,10:00,阿魯巴,46,46,0,
30/03/2020,10:00,澳洲,3966,3717,16,
30/03/2020,10:00,奧地利,8291,7431,68,
30/03/2020,10:00,阿塞拜疆,164,145,4,
30/03/2020,10:00,巴哈馬,10,10,0,
30/03/2020,10:00,巴林,476,262,4,
30/03/2020,10:00,孟加拉,48,45,5,
30/03/2020,10:00,巴巴多斯,24,24,0,
30/03/2020,10:00,白俄羅斯,94,73,0,
30/03/2020,10:00,比利時,9134,8248,353,
30/03/2020,10:00,伯利茲,2,2,0,
30/03/2020,10:00,貝寧,6,6,0,
30/03/2020,10:00,百慕達,17,17,0,
30/03/2020,10:00,不丹,3,2,0,
30/03/2020,10:00,玻利維亞,74,71,0,
30/03/2020,10:00,波斯尼亞和黑塞哥維那,269,251,6,
30/03/2020,10:00,巴西,3417,3296,92,
30/03/2020,10:00,英屬維爾京群島,2,2,0,
30/03/2020,10:00,文萊,120,80,1,
30/03/2020,10:00,保加利亞,331,288,7,
30/03/2020,10:00,布基納法索,146,143,3,
30/03/2020,10:00,佛得角,5,5,1,
30/03/2020,10:00,柬埔寨,102,95,0,
30/03/2020,10:00,喀麥隆,91,88,2,
30/03/2020,10:00,加拿大,4757,4453,55,
30/03/2020,10:00,開曼群島,8,7,1,
30/03/2020,10:00,中非共和國,6,5,0,
30/03/2020,10:00,乍得,5,5,0,
30/03/2020,10:00,智利,1909,1848,6,
30/03/2020,10:00,哥倫比亞,539,515,6,
30/03/2020,10:00,剛果,19,18,0,
30/03/2020,10:00,哥斯達黎加,263,240,2,
30/03/2020,10:00,象牙海岸,140,137,0,
30/03/2020,10:00,克羅地亞,657,626,5,
30/03/2020,10:00,古巴,119,115,3,
30/03/2020,10:00,庫拉索,7,5,1,
30/03/2020,10:00,塞浦路斯,179,153,5,
30/03/2020,10:00,捷克,2663,2410,11,
30/03/2020,10:00,剛果民主共和國,68,66,6,
30/03/2020,10:00,丹麥,2201,1337,65,
30/03/2020,10:00,吉布提,15,15,0,
30/03/2020,10:00,多米尼克國,11,11,0,
30/03/2020,10:00,多米尼加共和國,581,576,20,
30/03/2020,10:00,厄瓜多爾,1823,1800,48,
30/03/2020,10:00,埃及,576,483,36,
30/03/2020,10:00,薩爾瓦多,19,19,0,
30/03/2020,10:00,赤道幾內亞,6,5,0,
30/03/2020,10:00,厄立特里亞國,6,6,0,
30/03/2020,10:00,愛沙尼亞,640,561,1,
30/03/2020,10:00,斯威士蘭,9,8,0,
30/03/2020,10:00,埃塞俄比亞,16,15,0,
30/03/2020,10:00,法羅群島,155,146,0,
30/03/2020,10:00,斐濟群島,5,5,0,
30/03/2020,10:00,芬蘭,1218,977,9,
30/03/2020,10:00,法國,40174,34251,2606,
30/03/2020,10:00,法屬圭亞那,31,24,0,
30/03/2020,10:00,法屬波利尼西亞,34,31,0,
30/03/2020,10:00,加蓬,7,6,1,
30/03/2020,10:00,岡比亞,3,3,1,
30/03/2020,10:00,格魯吉亞,90,57,0,
30/03/2020,10:00,德國,52547,47709,389,
30/03/2020,10:00,加納,137,135,4,
30/03/2020,10:00,直布羅陀,56,55,0,
30/03/2020,10:00,希臘,1061,730,32,
30/03/2020,10:00,格陵蘭,10,10,0,
30/03/2020,10:00,格林納達,7,7,0,
30/03/2020,10:00,瓜地洛普,96,93,2,
30/03/2020,10:00,關島,56,56,1,
30/03/2020,10:00,危地馬拉,32,32,1,
30/03/2020,10:00,根西島,39,38,0,
30/03/2020,10:00,畿內亞,8,7,0,
30/03/2020,10:00,幾內亞比紹,2,2,0,
30/03/2020,10:00,圭亞那,5,4,1,
30/03/2020,10:00,海地,8,8,0,
30/03/2020,10:00,教廷,4,3,0,
30/03/2020,10:00,洪都拉斯,67,65,1,
30/03/2020,10:00,香港特別行政區,642,493,4,包括1宗疑似個案
30/03/2020,10:00,匈牙利,408,376,13,
30/03/2020,10:00,冰島,963,825,2,
30/03/2020,10:00,印度,979,872,25,
30/03/2020,10:00,印尼,1155,1038,102,
30/03/2020,10:00,伊朗,38309,24371,2640,
30/03/2020,10:00,伊拉克,506,413,42,
30/03/2020,10:00,愛爾蘭,2415,2246,36,
30/03/2020,10:00,人島,32,32,0,
30/03/2020,10:00,以色列,3865,3665,81,
30/03/2020,10:00,意大利,97689,72942,10779,
30/03/2020,10:00,牙買加,30,22,1,
30/03/2020,10:00,日本,1866,1052,54,不包括712宗確診個案為郵輪乘客/船員 (當中包括10宗死亡個案)
30/03/2020,10:00,澤西,61,59,1,
30/03/2020,10:00,約旦,246,245,1,
30/03/2020,10:00,哈薩克斯坦,265,259,1,
30/03/2020,10:00,肯雅,25,24,1,
30/03/2020,10:00,韓國,9661,1499,158,
30/03/2020,10:00,科索沃,91,91,1,
30/03/2020,10:00,科威特,235,123,0,
30/03/2020,10:00,吉爾吉斯坦,84,84,0,
30/03/2020,10:00,老撾,6,6,0,
30/03/2020,10:00,拉脫維亞,305,275,0,
30/03/2020,10:00,黎巴嫩,412,319,8,
30/03/2020,10:00,利比里亞,3,3,0,
30/03/2020,10:00,利比亞,3,3,0,
30/03/2020,10:00,列支敦士登,61,57,0,
30/03/2020,10:00,立陶宛,394,385,7,
30/03/2020,10:00,盧森堡,1831,1812,18,
30/03/2020,10:00,澳門特別行政區,38,27,0,
30/03/2020,10:00,馬達加斯加,26,26,0,
30/03/2020,10:00,中國內地,81470,610,3304,
30/03/2020,10:00,馬來西亞,2320,1892,27,
30/03/2020,10:00,馬爾代夫,16,6,0,
30/03/2020,10:00,馬里,18,18,0,
30/03/2020,10:00,馬耳他,139,118,0,
30/03/2020,10:00,馬提尼克島,93,83,1,
30/03/2020,10:00,毛里塔尼亞,5,4,0,
30/03/2020,10:00,毛里求斯,102,102,2,
30/03/2020,10:00,馬約特島,50,49,0,
30/03/2020,10:00,墨西哥,717,676,12,
30/03/2020,10:00,摩納哥,19,17,0,
30/03/2020,10:00,蒙古,12,11,0,
30/03/2020,10:00,黑山,82,82,1,
30/03/2020,10:00,蒙特塞拉特島,5,5,0,
30/03/2020,10:00,摩洛哥,437,419,26,
30/03/2020,10:00,莫桑比克,8,8,0,
30/03/2020,10:00,緬甸,8,8,0,
30/03/2020,10:00,納米比亞,8,6,0,
30/03/2020,10:00,尼泊爾,5,4,0,
30/03/2020,10:00,荷蘭,9762,8627,639,
30/03/2020,10:00,新喀里多尼亞,15,15,0,
30/03/2020,10:00,新西蘭,476,470,1,
30/03/2020,10:00,尼加拉瓜,4,4,1,
30/03/2020,10:00,尼日爾,10,10,1,
30/03/2020,10:00,尼日利亞,65,63,1,
30/03/2020,10:00,北馬其頓,241,228,4,
30/03/2020,10:00,北馬利安納群島,2,2,0,
30/03/2020,10:00,挪威,3845,2768,20,
30/03/2020,10:00,阿曼,167,147,0,
30/03/2020,10:00,巴基斯坦,1526,1498,13,
30/03/2020,10:00,巴勒斯坦,104,66,1,
30/03/2020,10:00,巴拿馬,786,759,14,
30/03/2020,10:00,巴布亞新幾內亞,1,1,0,
30/03/2020,10:00,巴拉圭,56,50,3,
30/03/2020,10:00,秘魯,635,592,11,
30/03/2020,10:00,菲律賓,1075,935,68,
30/03/2020,10:00,波蘭,1638,1527,18,
30/03/2020,10:00,葡萄牙,5170,5058,100,
30/03/2020,10:00,波多黎各,64,61,2,
30/03/2020,10:00,卡塔爾,590,189,1,
30/03/2020,10:00,摩爾多瓦共和國,231,208,2,
30/03/2020,10:00,留尼旺島,143,137,0,
30/03/2020,10:00,羅馬尼亞,1452,1329,29,
30/03/2020,10:00,俄羅斯,1534,1500,8,
30/03/2020,10:00,盧旺達,60,60,0,
30/03/2020,10:00,聖巴泰勒米,5,4,0,
30/03/2020,10:00,聖基茨和尼維斯,2,2,0,
30/03/2020,10:00,聖盧西亞,3,3,0,
30/03/2020,10:00,聖馬丁,12,10,0,
30/03/2020,10:00,聖文森特和格林納丁斯,1,0,0,
30/03/2020,10:00,聖馬力諾,228,151,22,
30/03/2020,10:00,沙特阿拉伯,1203,1100,4,
30/03/2020,10:00,塞內加爾,119,98,0,
30/03/2020,10:00,塞爾維亞,659,613,10,
30/03/2020,10:00,塞舌爾,7,7,0,
30/03/2020,10:00,新加坡,844,618,3,
30/03/2020,10:00,聖馬丁(荷蘭加勒比地區),3,3,0,
30/03/2020,10:00,斯洛伐克,295,234,0,
30/03/2020,10:00,斯洛文尼亞,691,634,9,
30/03/2020,10:00,索馬里,3,3,0,
30/03/2020,10:00,南非,1187,1149,1,
30/03/2020,10:00,西班牙,78797,71044,6528,
30/03/2020,10:00,斯里蘭卡,106,95,0,
30/03/2020,10:00,蘇丹,5,4,1,
30/03/2020,10:00,蘇里南,8,8,0,
30/03/2020,10:00,瑞典,3447,2455,102,
30/03/2020,10:00,瑞士,13152,11590,235,
30/03/2020,10:00,敘利亞,5,5,0,
30/03/2020,10:00,台灣,298,239,2,
30/03/2020,10:00,泰國,1388,1313,7,
30/03/2020,10:00,東帝汶,1,1,0,
30/03/2020,10:00,多哥,29,28,0,
30/03/2020,10:00,千里達及多巴哥,74,73,2,
30/03/2020,10:00,突尼斯,278,262,8,
30/03/2020,10:00,土耳其,7402,7397,108,
30/03/2020,10:00,特克斯和凱科斯群島,2,2,0,
30/03/2020,10:00,烏干達,14,14,0,
30/03/2020,10:00,烏克蘭,418,415,9,
30/03/2020,10:00,阿聯酋,468,383,2,
30/03/2020,10:00,英國,19522,18150,1228,
30/03/2020,10:00,坦桑尼亞,14,14,0,
30/03/2020,10:00,美國,122653,121024,2112,
30/03/2020,10:00,美屬維爾京群島,17,17,0,
30/03/2020,10:00,烏拉圭,274,274,0,
30/03/2020,10:00,烏茲別克斯坦,133,133,2,
30/03/2020,10:00,委內瑞拉,113,111,2,
30/03/2020,10:00,越南,179,126,0,
30/03/2020,10:00,贊比亞,16,16,0,
30/03/2020,10:00,津巴布韋,5,5,1,
31/03/2020,10:00,阿富汗,114,98,4,
31/03/2020,10:00,阿爾巴尼亞,223,172,10,
31/03/2020,10:00,阿爾及利亞,454,405,29,
31/03/2020,10:00,安道爾,341,327,6,
31/03/2020,10:00,安哥拉,2,2,0,
31/03/2020,10:00,安圭拉,2,2,0,
31/03/2020,10:00,安提瓜和巴布達,7,6,0,
31/03/2020,10:00,阿根廷,745,689,19,
31/03/2020,10:00,亞美尼亞,482,452,3,
31/03/2020,10:00,阿魯巴,46,46,0,
31/03/2020,10:00,澳洲,3966,3591,16,
31/03/2020,10:00,奧地利,8813,7797,86,
31/03/2020,10:00,阿塞拜疆,190,171,4,
31/03/2020,10:00,巴哈馬,10,10,0,
31/03/2020,10:00,巴林,515,294,4,
31/03/2020,10:00,孟加拉,49,44,5,
31/03/2020,10:00,巴巴多斯,26,26,0,
31/03/2020,10:00,白俄羅斯,94,58,0,
31/03/2020,10:00,比利時,10836,9778,431,
31/03/2020,10:00,伯利茲,2,2,0,
31/03/2020,10:00,貝寧,6,6,0,
31/03/2020,10:00,百慕達,22,22,0,
31/03/2020,10:00,不丹,4,3,0,
31/03/2020,10:00,玻利維亞,74,63,0,
31/03/2020,10:00,波斯尼亞和黑塞哥維那,325,306,6,
31/03/2020,10:00,巴西,3904,3704,114,
31/03/2020,10:00,英屬維爾京群島,2,2,0,
31/03/2020,10:00,文萊,126,76,1,
31/03/2020,10:00,保加利亞,346,295,8,
31/03/2020,10:00,布基納法索,222,219,3,
31/03/2020,10:00,佛得角,5,5,1,
31/03/2020,10:00,柬埔寨,103,91,0,
31/03/2020,10:00,喀麥隆,113,110,2,
31/03/2020,10:00,加拿大,5655,5231,61,
31/03/2020,10:00,開曼群島,8,7,1,
31/03/2020,10:00,中非共和國,6,5,0,
31/03/2020,10:00,乍得,5,5,0,
31/03/2020,10:00,智利,1909,1834,6,
31/03/2020,10:00,哥倫比亞,608,584,6,
31/03/2020,10:00,剛果,19,18,0,
31/03/2020,10:00,哥斯達黎加,295,272,2,
31/03/2020,10:00,象牙海岸,165,162,0,
31/03/2020,10:00,克羅地亞,713,664,6,
31/03/2020,10:00,古巴,119,115,3,
31/03/2020,10:00,庫拉索,7,5,1,
31/03/2020,10:00,塞浦路斯,214,181,6,
31/03/2020,10:00,捷克,2829,2531,16,
31/03/2020,10:00,剛果民主共和國,81,79,8,
31/03/2020,10:00,丹麥,2395,1481,72,
31/03/2020,10:00,吉布提,19,19,0,
31/03/2020,10:00,多米尼克國,11,11,0,
31/03/2020,10:00,多米尼加共和國,581,576,20,
31/03/2020,10:00,厄瓜多爾,1835,1798,48,
31/03/2020,10:00,埃及,609,483,40,
31/03/2020,10:00,薩爾瓦多,24,24,0,
31/03/2020,10:00,赤道幾內亞,13,12,0,
31/03/2020,10:00,厄立特里亞國,6,6,0,
31/03/2020,10:00,愛沙尼亞,679,474,3,
31/03/2020,10:00,斯威士蘭,9,8,0,
31/03/2020,10:00,埃塞俄比亞,21,20,0,
31/03/2020,10:00,法羅群島,159,148,0,
31/03/2020,10:00,斐濟群島,5,5,0,
31/03/2020,10:00,芬蘭,1218,946,11,
31/03/2020,10:00,法國,44450,37817,3024,
31/03/2020,10:00,法屬圭亞那,31,24,0,
31/03/2020,10:00,法屬波利尼西亞,35,32,0,
31/03/2020,10:00,加蓬,7,6,1,
31/03/2020,10:00,岡比亞,3,3,1,
31/03/2020,10:00,格魯吉亞,98,65,0,
31/03/2020,10:00,德國,57298,51286,455,
31/03/2020,10:00,加納,152,150,5,
31/03/2020,10:00,直布羅陀,65,64,0,
31/03/2020,10:00,希臘,1156,804,38,
31/03/2020,10:00,格陵蘭,10,10,0,
31/03/2020,10:00,格林納達,7,7,0,
31/03/2020,10:00,瓜地洛普,96,90,2,
31/03/2020,10:00,關島,56,56,1,
31/03/2020,10:00,危地馬拉,34,33,1,
31/03/2020,10:00,根西島,39,38,0,
31/03/2020,10:00,畿內亞,16,15,0,
31/03/2020,10:00,幾內亞比紹,2,2,0,
31/03/2020,10:00,圭亞那,5,1,1,
31/03/2020,10:00,海地,15,15,0,
31/03/2020,10:00,教廷,6,5,0,
31/03/2020,10:00,洪都拉斯,110,108,2,
31/03/2020,10:00,香港特別行政區,683,525,4,包括1宗疑似個案
31/03/2020,10:00,匈牙利,447,415,15,
31/03/2020,10:00,冰島,1020,840,2,
